369.  马德里FC (マドリードFC)
370.  马德里竞技AC (ACマドリード)
371.  拉科鲁尼亚FC (FCラコルーニャ)
372.  马略卡FC (FCマジョルカ)
373.  巴塞罗那FC (FCバルセロナ)
374.  蒙特惠奇FC (モンジュイックFC)
375.  瓦伦西亚FC (バレンシアFC)
376.  维戈FC (FCヴィーゴ)
377.  比利亚雷亚尔FC (FCビジャレアル)
378.  马拉加FC (マラガFC)
379.  毕尔巴鄂竞技AC (ACビルバオ)
380.  圣塞巴斯蒂安FC (サンセバスチャンFC)
381.  潘普洛纳FC (FCパンプローナ)
382.  巴利亚多利德FC (FCバリャドリード)
383.  萨拉戈萨FC (サラゴザFC)
384.  塞维利亚FC (セビリアFC)
385.  安达卢西亚FC (アンダルシアFC)
386.  桑坦德FC (FCサンタンデール)
387.  阿尔巴塞特FC (アルバセテFC)
388.  穆尔西亚SC (SCムルシア)
389.  波尔图AC (ACポルト)
390.  里斯本竞技CA (CAリスボン)
391.  里斯本FC (リスボンFC)
392.  阿威罗FC (FCアベイロ)
393.  丰沙尔FC (フンシャルFC)
394.  布拉加FC (FCブラガ)
395.  博阿维斯塔SC (ボアスタSC)
396.  丰沙尔SC (SCフンシャル)
397.  巴塞洛斯SC (バルセロスSC)
398.  孔德维拉AC (ACヴィラデコンデ)
399.  贝伦FC (FCベレン)
400.  阿尔维尔卡SC (SCアルヴェルカ)
401.  莱里亚AC (ACレイリア)
402.  莫雷拉SC (SCモレイラ)
403.  科英布拉FC (コインブラFC)
404.  吉马良斯FC (ギマランイスFC)
405.  费雷拉AC (ACパッソス フェレイラ)
406.  阿马多拉SC (SCアマドーラ)
407.  布鲁塞尔FC (ブリュッセルFC)
408.  亨克FC (FCゲンク)
409.  阿姆斯特丹FC (アムステルダムFC)
410.  埃因霍温FC (FCアイントフォーヘン)
411.  鹿特丹FC (ロッテルダムFC)
412.  克尔克拉德FC (ケルクラーデFC)
413.  乌得勒支FC (FCユトレヒト)
414.  阿纳姆FC (FCアーネム)
415.  巴尔维克FC (FCバールビルク)
416.  蒂尔堡FC (FCティルブルク)
417.  布雷达FC (FCブレダ)
418.  海伦芬SC (SCヘーレンフェーン)
419.  恩斯赫德FC (FCエンスヘーデ)
420.  奈梅亨FC (FCナイメーヘン)
421.  阿尔克马尔FC (FCアルクマール)
422.  格罗宁根FC (FCフローニンゲン)
423.  兹沃勒FC (FCズボレ)
424.  罗森达尔FC (FCローセンダール)
425.  福伦丹AC (ACフォレンダム)
426.  海牙FC (デン ハーグFC)
427.  罗马AC (ACローマ)
428.  拉齐奥SC (SCラツィオ)
429.  皮埃蒙特FC (ピエモンテFC)
430.  帕尔马AC (パルマAC)
431.  米兰AS (ASミラノ)
432.  米兰FC (ミラノFC)
433.  布雷西亚FC (ブレシアFC)
434.  博洛尼亚FC (ボローニャFC)
435.  佩鲁贾FC (ペルージャFC)
436.  乌迪内FC (ウディネFC)
437.  莱切FC (FCレッチェ)
438.  切沃FC (キエボFC)
439.  恩波利FC (エンポリFC)
440.  雷焦卡拉布里亚FC (レッジョカラブリアFC)
441.  摩德纳FC (FCモデナ)
442.  利古里亚FC (FCリグリア)
443.  安科纳FC (FCアンコナ)
444.  锡耶纳FC (FCシエナ)
445.  慕尼黑FC (FCミュンヘン)
446.  不伦瑞克FC (FCブリューンワルト)
447.  盖尔森基兴FC (FCゲルゼンキルヘン)
448.  多特蒙德FC (ドルトムントFC)
449.  勒沃库森FC (FCレバークーゼン)
450.  柏林SC (SCベルリン)
451.  弗赖堡FC (フライブルクFC)
452.  不来梅FC (FCブレーメン)
453.  凯泽斯劳滕FC (FCカイザースラウテルン)
454.  沃尔夫斯堡FC (FCボルフスブルク)
455.  科隆SC (ケルンSC)
456.  罗斯托克FC (FCロストック)
457.  汉堡SC (ハンブルクSC)
458.  斯图加特FC (FCシュツットガルト)
459.  门兴格拉德巴赫FC (FCメンヘングラッド)
460.  汉诺威FC (ハノーバーFC)
461.  波鸿FC (FCボーフム)
462.  法兰克福FC (FCフランクフルト)
463.  特隆赫姆FC (トロンハイムFC)
464.  哥德堡FC (イエテボリFC)
465.  赫尔辛基FC (FCヘルシンキ)
466.  哥本哈根FC (FCコペンハーゲン)
467.  苏黎世FC (FCチューリッヒ)
468.  埃努古FC (FCエヌグ)
469.  突尼斯SC (チュニスSC)
470.  卡萨布兰卡AC (ACカサブランカ)
471.  雅温得FC (ヤウンデFC)
472.  约翰内斯堡FC (ヨハネスバーグFC)
473.  开罗FC (カイロFC)
474.  提济乌祖FC (ティジオウゾウFC)
475.  达喀尔FC (ダカールFC)
476.  里约热内卢FC (リオデジャネイロFC)
477.  弗拉门戈SC (SCフラメンゴ)
478.  阿雷格里港FC (FCポルトアレグレ)
479.  圣保罗SC (SCサンパウロ)
480.  贝洛奥里藏特FC (FCベロオリゾンテ)
481.  桑托斯SC (サントスSC)
482.  圣卡埃塔诺SC (SCサンカエターノ)
483.  库里蒂巴SC (コリチーバSC)
484.  阿雷格里港CA (CAポルトアレグレ)
485.  贝洛奥里藏特SC (ベロオリゾンテSC)
486.  戈亚尼亚FC (FCゴイアニア)
487.  巴拉那FC (FCパラナ)
488.  弗洛里亚诺波利斯SC (SCフロリアノポリス)
489.  库里蒂巴AC (ACコリチーバ)
490.  坎皮纳斯SC (カンピナスSC)
491.  圣卡塔琳娜FC (FCサンタカタリナ)
492.  圣保罗CA (CAサンパウロ)
493.  萨尔瓦多FC (FCサルバドル)
494.  卡希亚斯FC (FCカシアスドスル)
495.  弗鲁米嫩塞CA (CAフルミネンセ)
496.  坎皮纳斯CA (CAカンピナス)
497.  贝伦CA (CAベレム)
498.  博塔弗戈FC (FCボタフォゴ)
499.  阿瓜布兰卡FC (FCアグアブランカ)
500.  布宜诺斯艾利斯FC (FCブエノスアイレス)
501.  博卡FC (FCボカ)
502.  阿维拉内达AC (アベジャネダAC)
503.  亚松森FC (アスンシオンFC)
504.  蒙得维的亚FC (FCモンテビデオ)
505.  佩纳罗尔FC (FCペニャロール)
506.  圣地亚哥FC (サンチャゴFC)
507.  拉巴斯FC (ラパスFC)
508.  波哥大FC (ボゴタFC)
509.  卡利AC (ACカリ)
510.  利马FC (リマFC)
511.  瓜亚基尔FC (グアヤキルFC)
512.  圣克里斯托瓦尔FC (FCサンクリストバル)
513.  洛杉矶FC (ロサンゼルスFC)
514.  华盛顿SC (ワシントンSC)
515.  多伦多SC (トロントSC)
516.  墨西哥城FC (メキシコシティFC)
517.  瓜达拉哈拉FC (グアダラハラFC)
518.  金斯顿SC (キングストンSC)
519.  圣何塞FC (サンホセFC)
