永井 雄一郎,6,4,5,4,4,5,3,13,12
岡野 雅行,6,4,2,3,4,4,0,14,5
山岸 範宏,0,5,4,0,7,8,7,11,22
ﾆｷﾌｫﾛﾌ,1,4,1,4,15,1,5,84,17
三上 卓哉,4,6,4,0,5,4,4,11,13
千島 徹,5,5,2,3,2,5,5,11,7
長谷部 誠,5,5,5,5,4,5,3,22,7
西村 卓朗,4,7,2,3,7,8,7,13,0
堀之内 聖,3,6,3,2,3,3,4,11,0
小林 宏之,1,6,7,3,3,7,4,1,0
梅田 直哉,6,5,3,5,4,5,5,34,4
徳重 健太,0,6,1,1,4,7,7,46,0
中川 直樹,1,7,3,1,3,5,3,11,0
南 祐三,1,7,7,3,2,4,4,11,0
横山 拓也,6,8,0,1,3,2,6,22,0
新井 翔太,6,8,0,3,3,2,6,11,0
加藤 順大,0,6,4,0,6,5,8,11,0
櫛野 亮,0,5,5,3,6,7,5,43,21
斎藤 大輔,1,6,5,3,6,6,6,23,16
ﾐﾘﾉﾋﾞｯﾁ,1,3,5,1,7,8,8,86,17
茶野 隆行,1,5,4,3,7,8,8,12,17
坂本 將貴,4,5,5,1,6,7,7,11,13
佐藤 勇人,3,5,3,2,3,2,4,11,11
阿部 勇樹,3,4,0,3,5,5,8,12,10
村井 慎二,4,5,4,3,2,3,4,12,13
羽生 直剛,5,5,3,2,6,7,5,12,7
ｻﾝﾄﾞﾛ,6,4,4,4,3,5,5,157,4
ﾏﾙｷｰﾆｮｽ,6,4,1,3,4,6,6,157,1
結城 耕造,1,7,3,3,7,7,8,14,0
望月 重良,5,4,3,5,4,4,6,22,8
山岸 智,4,6,1,4,2,3,1,12,13
林 丈統,6,5,2,3,3,2,4,29,1
立石 智紀,0,6,0,0,3,2,3,12,0
鷲田 雅一,1,6,4,5,7,8,8,18,18
水本 裕貴,1,8,2,0,5,4,6,24,0
工藤 浩平,3,7,4,1,2,5,8,12,0
中島 浩司,3,6,2,3,6,5,7,27,10
楽山 孝志,3,7,4,3,6,5,2,16,0
金 位漫,4,7,3,3,4,4,5,13,0
巻 誠一郎,6,5,3,3,7,1,4,43,2
羽地 登志晃,6,6,2,0,6,3,2,27,4
岡本 昌弘,0,7,7,3,1,2,4,12,0
野本 安啓,3,7,3,2,2,2,3,15,0
椎原 拓也,5,8,2,3,4,3,4,46,0
水野 晃樹,4,8,4,3,4,5,4,22,0
市原 充喜,6,7,5,3,2,4,6,12,0
南 雄太,0,4,5,1,6,5,4,14,22
渡辺 毅,1,5,1,4,7,6,6,22,20
永田 充,1,4,5,4,2,3,3,22,17
近藤 直也,1,5,1,1,3,7,5,9,17
ﾄﾞｩﾄﾞｩ,3,3,4,2,4,3,5,157,10
明神 智和,3,3,0,3,4,5,7,28,10
ﾘｶﾙｼﾞｰﾆｮ,5,4,2,5,3,4,4,157,8
平山 智規,4,4,4,3,3,2,2,22,13
下平 隆宏,3,4,1,4,3,2,4,2,10
山下 芳輝,6,4,5,4,6,7,7,40,3
玉田 圭司,6,5,7,3,1,1,2,12,5
中澤 聡太,1,6,3,3,2,3,2,13,0
ｾﾞ･ﾎﾍﾞﾙﾄ,5,4,2,5,3,4,4,157,3
谷澤 達也,5,6,5,1,6,7,1,22,7
矢野 貴章,6,5,4,5,3,7,5,22,2
清水 健太,0,7,7,3,1,1,1,12,0
根引 謙介,1,5,7,3,6,5,5,27,16
薩川 了洋,1,4,4,3,4,4,6,22,16
加藤 望,5,5,5,4,7,7,8,4,6
増田 忠俊,5,5,7,3,3,3,3,22,5
田鹵上 信也,4,6,3,0,4,3,3,46,13
永井 俊太,3,6,2,3,4,4,5,13,0
大谷 秀和,3,6,3,2,1,6,3,12,8
宇野沢 祐次,6,5,0,0,6,6,7,12,4
ﾉｸﾞﾁﾋﾟﾝﾄ,0,7,2,5,13,1,3,49,0
落合 正幸,3,6,7,0,4,6,4,43,0
茂原 岳人,3,5,1,0,2,2,3,10,9
菅沼 実,6,7,4,3,6,3,5,3,0
小峯 隆幸,1,6,2,5,2,3,2,11,16
土肥 洋一,0,3,7,2,4,5,3,43,22
加地 亮,2,3,3,2,6,6,6,28,15
茂庭 照幸,1,3,7,0,1,3,2,14,16
ｼﾞｬｰﾝ,1,4,5,1,6,7,5,157,16
金沢 浄,2,5,3,2,6,4,5,11,15
三浦 文丈,3,4,0,3,1,6,4,22,10
宮沢 正史,3,4,0,3,3,4,3,19,10
石川 直宏,4,3,0,3,1,5,6,14,5
戸田 光洋,4,4,3,5,3,4,4,45,6
ｹﾘｰ,5,4,4,3,6,7,6,157,9
ﾙｰｶｽ,6,3,3,5,1,2,4,157,1
藤山 竜仁,2,5,7,3,3,3,4,46,15
今野 泰幸,3,4,1,0,3,3,4,4,10
鈴木 規郎,4,6,1,3,4,3,3,12,12
阿部 吉朗,6,5,0,3,7,3,3,38,1
塩田 仁史,0,6,5,3,5,4,5,8,0
増嶋 竜也,1,6,2,0,2,3,2,12,18
前田 和也,1,7,3,5,7,7,8,9,0
呉 章銀,4,6,5,5,6,1,4,55,13
馬場 憂太,5,6,7,3,3,2,2,13,7
大谷 圭志,3,7,1,0,0,1,5,10,0
梶山 陽平,3,6,2,0,4,4,6,13,10
小林 成光,4,6,0,1,1,2,4,9,0
近藤 祐介,6,6,7,2,5,3,4,13,1
近藤 健一,0,7,5,2,5,6,4,42,0
中村 亮,2,8,2,1,6,6,6,28,0
松本 昂聡,1,6,2,3,1,1,2,13,0
李 忠成,6,7,2,4,6,3,2,13,0
高木 義成,0,4,3,5,4,4,5,13,21
ｳﾍﾞﾀﾞ,1,3,5,4,7,8,8,158,17
米山 篤志,1,4,4,3,3,2,4,9,18
三浦 淳宏,2,4,4,3,4,3,5,44,14
柳沢 将之,2,6,7,3,6,4,4,14,5
山田 卓也,3,3,4,3,7,7,7,13,11
林 健太郎,3,4,1,0,6,5,7,13,11
ｳｰｺﾞ,5,4,5,5,3,4,4,157,7
平野 孝,4,4,2,3,3,4,7,22,12
ｴﾑﾎﾞﾏ,6,3,5,4,6,7,7,131,4
桜井 直人,6,5,2,5,4,3,5,11,5
小林 大悟,4,5,1,4,3,3,3,22,6
小林 慶行,3,5,0,3,7,8,7,11,9
平本 一樹,6,4,3,2,3,2,3,13,1
飯尾 一慶,6,7,0,0,4,4,5,3,0
水原 大樹,0,5,0,3,4,5,4,29,22
富澤 清太郎,1,5,0,3,5,4,6,13,16
相馬 崇人,2,7,4,5,3,7,5,14,0
戸川 健太,1,8,1,3,3,2,5,13,0
一柳 夢吾,2,6,2,2,3,3,5,13,0
根占 真伍,3,6,7,0,3,3,5,13,0
小野 雄平,3,8,4,3,5,2,2,27,0
久場 政朋,4,6,2,1,3,6,4,14,0
玉乃 淳,5,6,3,3,2,1,5,13,0
常澤 聡,0,8,4,0,7,6,6,10,0
榎本 達也,0,3,7,2,4,5,4,13,21
ﾄﾞｩﾄﾗ,2,4,5,4,7,8,7,157,14
松田 直樹,1,3,4,4,6,6,3,10,18
中澤 佑二,1,3,4,3,5,6,6,11,16
柳 想鐵,2,3,4,3,6,6,5,55,8
那須 大亮,3,4,3,3,3,3,3,14,10
遠藤 彰弘,3,4,1,1,6,6,6,46,10
佐藤 由紀彦,4,3,3,3,3,3,6,22,13
奥 大介,5,3,0,3,7,4,6,28,6
久保 竜彦,6,3,5,1,4,5,7,40,1
安 貞桓,6,3,3,0,4,7,7,55,3
波戸 康広,2,4,4,0,3,6,2,28,14
中西 永輔,1,4,0,3,2,6,4,24,18
坂田 大輔,6,4,5,4,1,1,4,14,1
上野 良治,3,4,4,3,6,6,7,11,11
榎本 哲也,0,5,1,1,3,4,2,14,21
田中 隼磨,4,5,4,3,3,3,4,20,13
清水 範久,6,5,4,3,6,5,5,10,4
栗原 勇蔵,1,5,0,3,5,1,1,14,16
大橋 正博,4,6,2,3,4,5,7,14,0
安永 聡太郎,6,5,2,3,6,2,8,35,1
金子 勇樹,5,7,4,3,1,2,2,14,0
原 信生,4,6,4,5,6,6,7,46,0
阿部 祐大朗,6,5,7,3,3,8,8,13,1
下川 健一,0,5,4,3,2,6,7,21,22
河合 竜二,1,6,3,5,2,2,1,13,0
北野 翔,6,7,5,3,1,3,4,14,0
山崎 雅人,6,7,4,3,3,3,2,33,0
山瀬 幸宏,4,7,5,1,3,7,1,1,0
佐藤 浩,0,5,1,1,7,8,6,14,22
黒河 貴矢,0,4,7,3,3,2,3,38,21
池田 昇平,1,4,5,5,4,4,3,22,8
森岡 隆三,1,3,1,4,6,7,7,14,20
鶴見 智美,1,5,0,3,6,5,6,19,16
市川 大祐,4,3,2,3,1,3,4,22,13
伊東 輝悦,3,4,4,3,6,6,5,22,10
ﾌｧﾋﾞｰﾆｮ,3,4,0,3,7,6,6,157,10
澤登 正朗,5,4,0,3,7,7,9,22,7
ｱﾗｳｰｼﾞｮ,5,4,2,4,7,8,8,157,7
北嶋 秀朗,6,4,4,3,4,6,8,12,2
ｼﾞｬﾒｰﾘ,6,4,3,5,3,2,4,157,1
平岡 直起,4,5,2,5,6,9,8,27,13
平松 康平,4,5,5,1,3,5,6,22,5
太田 圭輔,4,6,5,3,3,4,6,22,13
久保山 由清,6,5,3,0,6,7,6,22,3
西部 洋平,0,5,3,0,4,4,4,28,22
斉藤 俊秀,1,5,2,3,6,6,7,22,17
吉田 康弘,3,5,3,5,6,7,5,34,10
高木 純平,4,6,7,2,4,4,4,43,0
高木 和道,1,6,1,4,2,1,3,25,0
阿部 文一朗,6,6,4,2,4,4,4,22,0
村松 潤,4,6,5,1,2,2,2,22,15
鈴木 隼人,4,6,6,1,2,1,3,22,13
杉山 浩太,3,7,0,3,3,2,6,22,0
真田 雅則,0,5,2,3,4,5,5,22,21
和田 拓三,2,8,2,3,6,6,6,22,0
高林 佑樹,3,7,4,2,7,7,4,22,0
山本 海人,0,7,5,0,3,10,5,22,0
前田 高孝,6,8,0,1,3,2,6,25,0
鶴田 達也,0,6,2,5,2,3,1,22,0
佐藤 洋平,0,5,7,3,7,8,8,4,22
鈴木 秀人,1,3,4,4,6,7,6,22,16
田中 誠,1,3,0,0,7,6,5,22,18
山西 尊裕,1,4,7,3,4,3,5,22,16
服部 年宏,3,3,4,3,6,7,7,22,11
福西 崇史,3,3,7,3,4,6,3,38,10
名波 浩,3,3,1,3,6,7,12,22,9
西 紀寛,4,4,0,3,2,4,1,27,5
藤田 俊哉,5,3,0,3,7,4,6,22,6
中山 雅史,6,3,0,3,7,13,8,22,24
ｸﾞﾗｳ,6,3,6,4,7,6,8,157,1
菊地 直哉,1,6,0,3,4,5,6,22,18
河村 崇大,4,5,1,4,1,5,4,22,13
成岡 翔,5,5,4,1,4,5,5,22,8
前田 遼一,6,4,7,3,4,5,7,28,2
山本 浩正,0,5,7,2,3,3,3,23,21
上本 大海,1,6,7,3,4,4,3,46,16
川口 信男,6,4,0,0,3,3,4,15,12
森下 仁志,3,5,5,3,7,8,6,30,11
大井 健太郎,1,6,1,3,7,5,5,22,0
ｶﾚﾝ ﾛﾊﾞｰﾄ,6,6,4,0,4,4,4,8,3
西野 泰正,6,5,0,3,5,5,4,16,2
船谷 圭祐,4,7,5,1,5,3,6,24,0
ｶﾞｳﾞｨｵﾝ,3,4,0,5,7,6,6,157,10
髙原 寿康,0,6,0,3,3,4,6,21,21
太田 吉彰,4,7,7,2,5,4,5,22,0
松下 幸平,1,7,3,3,7,7,8,17,0
加賀 健一,1,6,2,1,6,5,5,5,0
松井 謙弥,0,7,0,0,4,6,6,22,0
楢﨑 正剛,0,3,4,3,4,3,8,29,21
秋田 豊,1,3,5,1,8,8,6,23,16
ﾊﾟﾅﾃﾞｨｯﾁ,1,4,5,3,7,6,7,83,17
古賀 正紘,1,5,1,3,4,4,5,40,16
大森 征之,3,5,3,0,7,7,8,11,9
中村 直志,5,4,7,4,3,2,4,12,8
岩本 輝雄,4,4,3,4,6,6,6,14,13
大野 敏隆,5,4,1,0,6,5,5,11,7
滝澤 邦彦,4,4,1,0,6,5,5,13,13
ﾏﾙｹｽ,6,4,4,3,6,4,7,157,5
ｳｪｽﾞﾚｲ,6,3,4,3,6,7,7,157,1
海本 幸治郎,2,5,2,3,6,5,4,27,15
角田 誠,1,5,4,1,3,3,4,26,17
鄭 容臺,3,5,2,3,4,3,3,23,10
岡山 哲也,5,5,2,0,7,6,7,23,6
川島 永嗣,0,5,5,3,3,3,2,11,21
中谷 勇介,2,5,5,2,7,8,7,27,15
藤田 泰成,2,6,0,4,2,1,2,39,0
海本 慶治,1,4,7,5,6,7,9,27,17
吉村 圭司,3,5,7,3,3,3,2,38,10
森 敬史,4,7,0,3,5,3,3,23,0
渡邊 圭二,4,7,2,0,4,5,3,22,0
山口 慶,3,5,5,3,2,6,7,26,10
氏原 良二,6,6,5,3,7,7,6,37,2
本田 征治,0,6,5,5,6,7,6,36,0
深津 康太,1,7,5,3,5,5,4,12,0
北村 隆二,5,6,7,3,4,4,5,14,0
平林 輝良寛,5,7,1,1,4,4,2,23,7
森山 泰行,6,6,1,1,2,7,6,21,1
広野 耕一,0,7,2,5,8,0,5,29,21
平井 直人,0,5,2,5,6,6,5,26,21
萩村 滋則,1,5,0,0,7,7,8,24,16
手島 和希,1,4,4,3,6,6,5,40,17
鈴木 悟,1,5,2,5,7,6,7,22,20
森 勇介,4,6,7,4,6,8,5,22,0
ﾋﾞｼﾞｭ,3,5,7,3,7,7,8,157,10
斉藤 大介,3,5,7,3,2,4,6,27,11
中払 大介,5,5,2,5,6,6,5,22,6
松井 大輔,5,4,7,5,3,5,6,26,23
崔 龍洙,6,3,7,5,4,3,5,55,1
黒部 光昭,6,3,5,1,3,5,6,36,1
中村 忠,2,5,7,2,4,7,7,13,15
冨田 晋矢,4,5,7,3,1,2,4,26,13
熱田 眞,5,6,2,3,2,6,6,13,0
田原 豊,6,5,2,0,3,3,2,46,1
西村 弘司,0,6,4,3,3,7,2,24,22
鈴木 和裕,1,5,0,0,3,4,2,13,16
辻本 茂輝,1,5,4,3,3,2,2,27,20
石丸 清隆,3,5,4,3,3,4,3,41,8
金 徒均,3,5,0,3,7,6,6,55,10
中山 博貴,5,7,2,3,4,3,7,46,0
美尾 敦,4,7,7,0,3,7,7,14,0
原 竜太,6,5,5,1,1,2,2,13,1
小原 昇,6,7,2,5,1,1,6,26,0
上野 秀章,0,6,2,3,2,1,4,1,21
渡邉 大剛,4,7,1,2,1,3,4,42,0
前川 正行,3,7,3,0,2,4,5,24,0
六車 拓也,5,7,1,3,7,6,3,26,0
山田 正道,3,7,3,0,4,5,6,26,0
橋田 聡司,0,7,2,3,6,6,7,26,0
松代 直樹,0,5,5,3,3,3,4,29,21
實好 礼忠,1,5,6,1,7,8,7,38,17
宮本 恒靖,1,3,1,3,4,7,6,27,19
山口 智,1,5,4,4,6,7,5,39,16
渡辺 光輝,4,5,3,4,2,4,4,22,13
ｼｼﾞｸﾚｲ,3,4,1,4,3,5,6,157,10
遠藤 保仁,3,3,4,3,1,4,2,46,10
二川 孝広,5,4,0,0,2,4,7,46,8
ﾌｪﾙﾅﾝｼﾞｰﾆｮ,5,4,2,5,3,4,4,157,8
大黒 将志,4,5,3,5,2,2,3,27,6
ﾏｸﾞﾛﾝ,6,3,5,4,6,7,7,157,2
木場 昌雄,1,4,3,2,3,2,3,28,17
橋本 英郎,4,6,7,2,4,6,4,27,0
吉原 宏太,6,4,3,5,3,4,4,27,1
中山 悟志,6,5,1,4,1,1,4,45,1
吉田 宗弘,0,6,3,5,6,6,7,27,0
入江 徹,2,6,7,3,2,2,3,22,0
児玉 新,2,7,2,3,3,7,7,27,0
松下 年宏,2,6,3,0,1,4,4,46,0
森岡 茂,4,5,5,1,2,6,4,38,13
岡本 竜之介,4,7,4,0,2,5,2,33,0
青木 良太,1,6,3,3,6,7,3,27,16
矢野 大輔,3,7,6,3,4,4,7,43,0
松波 正信,6,5,4,3,4,5,4,21,1
日野 優,0,7,3,2,1,3,2,27,22
丹羽 大輝,1,7,2,0,3,4,4,27,0
寺田 紳一,4,7,2,3,4,5,5,27,0
小暮 直樹,2,6,3,3,3,6,6,11,0
三木 良太,6,6,4,3,2,2,6,27,0
木村 敦志,0,6,5,3,1,8,5,27,0
掛川 誠,0,5,2,5,6,7,6,11,22
松尾 直人,1,5,7,0,6,7,6,30,16
土屋 征夫,1,5,6,3,6,6,7,13,16
北本 久仁衛,1,5,6,4,4,7,6,29,19
ﾎｰｼﾞｪﾙ,2,3,5,5,5,9,7,157,15
坪内 秀介,3,6,5,4,4,6,4,10,0
小島 宏美,3,6,4,3,6,5,5,40,8
朴 康造,4,6,0,3,4,5,7,28,0
藤本 主税,5,4,4,3,6,6,7,35,7
ｲﾙﾊﾝ,6,3,3,3,1,2,4,90,3
三浦 知良,6,4,1,4,2,12,7,22,1
薮田 光教,4,6,5,3,6,7,7,14,0
和多田 充寿,5,5,2,5,4,6,8,28,6
ﾚｱﾝﾄﾞﾛﾝ,6,4,2,4,7,8,8,157,1
播戸 竜二,6,5,7,3,3,3,3,28,1
岩丸 史也,0,6,5,2,4,5,5,10,21
菅原 智,4,5,4,3,3,2,2,1,13
佐伯 直哉,3,5,2,5,4,6,4,13,10
和波 智広,4,5,1,0,4,4,4,24,5
吉村 光示,2,5,5,4,2,5,4,39,14
青野 大介,3,7,3,5,3,5,4,38,0
岸田 裕樹,6,8,0,3,3,2,6,28,0
森 一紘,4,6,2,3,2,2,2,27,0
西嶋 弘之,3,7,6,1,5,6,5,29,0
荻 晃太,0,6,7,3,7,5,6,21,0
仲里 航,6,7,0,0,4,1,6,47,0
石澤 典明,1,8,2,2,4,5,5,28,0
河本 裕之,1,7,3,0,7,7,8,26,0
村瀬 和隆,6,8,0,3,3,2,6,25,0
不老 伸行,0,6,3,0,1,1,2,38,0
下田 崇,0,5,4,3,3,2,2,34,22
ﾘｶﾙﾄﾞ,1,5,3,5,2,6,4,157,17
小村 徳男,1,4,5,1,6,7,4,32,16
吉田 恵,1,6,2,5,8,7,8,23,20
服部 公太,4,5,2,3,6,7,5,12,13
ｻﾝﾊﾟｲｵ,3,4,0,3,7,6,6,157,10
森﨑 浩司,5,5,4,0,2,6,5,34,8
森﨑 和幸,3,4,7,2,4,5,6,34,10
井川 祐輔,4,5,5,1,3,5,5,27,13
眞中 靖夫,6,5,4,4,6,4,6,8,12
ﾁｱｺﾞ,6,4,2,3,7,8,8,157,1
八田 康介,1,6,3,2,4,5,3,40,0
外池 大亮,1,5,5,3,1,6,5,14,16
李 漢宰,3,6,5,3,3,6,4,33,0
松浦 宏治,6,6,0,1,7,3,4,28,0
林 卓人,0,5,7,2,2,3,2,27,21
駒野 友一,2,5,4,3,1,2,4,30,14
佐藤 一樹,4,5,2,5,7,7,7,10,13
高木 和正,4,6,4,2,4,5,4,37,13
大木 勉,6,5,4,3,4,4,3,38,2
大久保 裕樹,2,6,4,2,3,7,3,12,0
髙萩 洋次郎,3,6,1,3,4,1,3,7,0
中山 元気,6,7,3,0,2,1,2,35,0
茂木 弘人,6,5,0,0,5,6,4,7,1
河原 正治,0,7,4,2,4,4,6,27,0
田中 俊也,6,6,1,0,3,4,7,17,0
木村 龍朗,6,7,1,2,3,5,2,34,4
吉弘 充志,1,8,2,2,3,2,5,35,0
田村 祐基,6,8,0,2,3,2,6,34,0
桜井 繁,0,6,2,3,6,6,7,8,22
太田 雅之,2,6,2,3,4,5,3,13,15
古川 毅,1,5,2,5,6,5,6,2,17
小林 久晃,1,7,1,1,4,4,6,8,0
井上 雄幾,2,6,4,5,6,5,6,14,0
星 大輔,4,6,5,1,1,6,5,13,0
永井 篤志,3,5,5,2,3,4,2,46,9
大塚 真司,3,6,0,3,7,8,6,12,11
高橋 健二,4,5,0,0,7,8,7,6,13
大島 秀夫,6,5,4,0,1,7,7,10,1
中村 幸聖,6,6,2,5,2,5,6,43,3
迫井 深也,1,6,0,0,7,6,8,34,0
内山 俊彦,1,6,4,3,4,4,5,46,0
秋葉 勝,4,7,4,3,6,5,7,6,0
ﾃﾞｰﾆ,6,5,7,3,7,3,6,157,1
阿江 孝一,0,7,3,2,7,8,8,34,0
越智 隼人,2,6,4,3,3,3,4,11,0
川崎 健太郎,4,7,5,3,4,6,5,27,0
林 晃平,4,7,0,0,6,6,6,35,0
松田 正俊,6,6,2,5,2,2,3,12,0
根本 亮助,6,6,5,5,3,2,3,6,0
大瀧 直也,1,7,4,0,6,3,5,6,0
井関 武志,3,8,4,3,4,2,4,6,0
堀内 大輔,6,8,0,0,3,2,6,11,0
鈴木 克美,0,6,5,1,4,4,5,6,21
本間 幸司,0,6,4,2,6,7,5,20,0
川前 力也,1,5,1,4,6,5,7,37,16
森 直樹,1,6,2,5,6,7,5,11,0
柴小屋 雄一,1,7,2,3,1,6,6,4,0
伊藤 仁,2,7,2,3,4,3,5,11,0
秦 賢二,4,6,2,3,2,5,5,34,0
栗田 泰次郎,3,5,4,0,7,6,8,22,9
ﾏﾙｷｰﾆｮ,4,5,4,3,2,4,5,157,13
樹森 大介,4,7,2,5,7,7,6,11,13
小林 康剛,6,7,4,2,5,5,5,8,0
磯山 和司,6,6,1,4,3,6,4,8,0
木澤 正徳,2,6,0,0,6,7,7,8,15
谷川 烈,3,6,0,3,7,8,6,22,0
小椋 祥平,3,8,4,2,4,2,4,12,0
磯崎 敬太,3,7,3,5,4,5,6,14,0
鏑木 豪,0,6,4,0,4,4,5,13,0
吉本 岳史,1,6,4,0,7,6,8,39,18
矢畑 智裕,1,7,1,0,3,3,4,8,0
須田 興輔,2,8,2,2,6,6,6,8,0
関 隆倫,4,8,4,3,4,5,4,12,0
北島 義生,4,6,2,3,7,6,7,8,0
斉藤 乙,5,8,2,3,4,3,4,3,0
岩舘 侑哉,6,8,0,0,3,2,6,13,0
眞行寺 和彦,5,8,2,3,4,3,4,13,7
武田 博行,0,7,5,1,4,3,5,28,0
松浦 淳,6,8,0,0,3,2,6,34,0
吉田 賢太郎,6,7,5,4,2,2,1,41,0
桜井 鐘吾,6,7,2,0,5,5,2,26,0
池田 光忠,6,8,0,1,3,2,6,13,0
金子 剛,6,7,4,3,2,6,6,9,0
安藤 智安,0,6,4,3,5,4,4,22,0
奥野 誠一郎,1,6,0,3,6,6,7,18,17
若松 大樹,2,5,2,0,4,4,4,23,15
ﾄﾆｰﾆｮ,1,5,1,4,7,8,7,157,19
冨田 大介,2,6,5,5,4,4,3,35,0
喜名 哲裕,3,6,2,3,4,4,5,47,0
氏家 英行,3,5,0,0,7,6,6,13,10
安藤 正裕,4,5,4,3,3,2,3,11,15
盛田 剛平,4,5,0,3,4,4,6,23,13
ﾀﾞﾆｴﾙ,6,5,7,5,7,3,6,157,2
ﾊﾞﾚｰ,6,5,7,4,7,3,6,157,2
