00E0,B,ドゥトラ,SDF,御厨,主将,標準４,晩成２,標準４
00E1,A,松田 直樹,CDF,東条,主将,標準１,標準１,早熟３
00E2,A,中澤 佑二,CDF,東条,普通,標準３,標準１,標準１
00E3,A,柳 想鐵,SDF,東条,普通,標準１,標準１,標準３
00E4,B,那須 大亮,DMF,岩城,普通,早熟３,早熟３,早熟３
00E5,B,遠藤 彰弘,DMF,鬼茂,無口,標準１,標準１,標準１
00E6,A,佐藤 由紀彦,SMF,岩城,普通,早熟３,早熟３,標準１
00E7,A,奥 大介,OMF,萩原,普通,標準４,標準２,標準１
00E8,A,久保 竜彦,FW,御厨,無口,標準２,標準３,標準４
00E9,A,安 貞桓,FW,岩城,優等生,標準２,標準４,標準４
00EA,B,波戸 康広,SDF,東条,優等生,早熟３,標準１,標準５
00EB,B,中西 永輔,CDF,萩原,普通,標準５,標準１,標準２
00EC,B,坂田 大輔,FW,御厨,主将,早熟２,早熟２,標準２
00ED,B,上野 良治,DMF,東条,普通,標準１,標準１,標準４
00EE,C,榎本 哲也,GK,鬼茂,無口,早熟３,標準２,標準５
00EF,C,田中 隼磨,SMF,東条,普通,早熟３,早熟３,標準２
00F0,C,清水 範久,FW,東条,普通,標準１,標準３,標準３
00F1,C,栗原 勇蔵,CDF,萩原,普通,標準３,早熟２,早熟２
00F2,D,大橋 正博,SMF,那智,普通,標準２,標準３,標準４
00F3,C,安永 聡太郎,FW,那智,普通,標準１,標準５,晩成２
00F4,E,金子 勇樹,OMF,東条,普通,早熟２,標準５,標準５
00F5,D,原 信生,SMF,東条,金クレ,標準１,標準１,標準４
00F6,C,阿部 祐大朗,FW,高梨,普通,早熟３,晩成２,晩成２
00F7,C,下川 健一,GK,東条,普通,標準５,標準１,標準４
00F8,D,河合 竜二,CDF,岩城,金クレ,標準５,標準５,早熟２
00F9,E,北野 翔,FW,御厨,普通,早熟２,早熟３,標準２
00FA,E,山崎 雅人,FW,東条,普通,早熟３,早熟３,標準５
00FB,E,山瀬 幸宏,SMF,御厨,無口,早熟３,標準４,早熟２
00FC,C,佐藤 浩,GK,鬼茂,無口,標準４,晩成２,標準１
00FD,B,黒河 貴矢,GK,高梨,普通,早熟３,標準５,早熟３
00FE,B,池田 昇平,CDF,御厨,金クレ,標準２,標準２,早熟３
00FF,A,森岡 隆三,CDF,鬼茂,主将,標準１,標準４,標準４
0100,C,鶴見 智美,CDF,萩原,普通,標準１,標準３,標準１
0101,A,市川 大祐,SMF,那智,普通,早熟２,早熟３,標準２
0102,B,伊東 輝悦,DMF,東条,普通,標準１,標準１,標準３
0103,B,ファビーニョ,DMF,萩原,普通,標準４,標準１,標準１
0104,B,澤登 正朗,OMF,萩原,普通,標準４,標準４,晩成１
0105,B,アラウージョ,OMF,那智,主将,標準４,晩成２,晩成２
0106,B,北嶋 秀朗,FW,東条,普通,標準２,標準１,晩成２
0107,B,ジャメーリ,FW,岩城,金クレ,早熟３,標準５,標準２
0108,C,平岡 直起,SMF,那智,金クレ,標準１,晩成１,晩成２
0109,C,平松 康平,SMF,御厨,無口,早熟３,標準３,標準１
010A,D,太田 圭輔,SMF,御厨,普通,早熟３,標準２,標準１
010B,C,久保山 由清,FW,岩城,優等生,標準１,標準４,標準１
010C,C,西部 洋平,GK,岩城,優等生,標準２,標準２,標準２
010D,C,斉藤 俊秀,CDF,那智,普通,標準１,標準１,標準４
010E,C,吉田 康弘,DMF,岩城,金クレ,標準１,標準４,標準３
010F,D,高木 純平,SMF,高梨,能天気,標準２,標準２,標準２
0110,D,高木 和道,CDF,鬼茂,主将,標準５,早熟２,早熟３
0111,D,阿部 文一朗,FW,東条,能天気,標準２,標準２,標準２
0112,D,村松 潤,SMF,御厨,無口,標準５,標準５,標準５
0113,D,鈴木 隼人,SMF,阿見,無口,標準５,早熟２,早熟３
0114,E,杉山 浩太,DMF,萩原,普通,早熟３,標準５,標準１
0115,C,真田 雅則,GK,那智,普通,標準２,標準３,標準３
0116,F,和田 拓三,SDF,那智,普通,標準１,標準１,標準１
0117,E,高林 佑樹,DMF,東条,能天気,標準４,標準４,標準２
0118,E,山本 海人,GK,御厨,優等生,早熟３,超晩２,標準３
0119,F,前田 高孝,FW,萩原,無口,早熟３,標準５,標準１
011A,D,鶴田 達也,GK,那智,金クレ,標準５,早熟３,早熟２
011B,C,佐藤 洋平,GK,高梨,普通,標準４,晩成２,晩成２
011C,A,鈴木 秀人,CDF,東条,主将,標準１,標準４,標準１
011D,A,田中 誠,CDF,萩原,優等生,標準４,標準１,標準３
011E,B,山西 尊裕,CDF,高梨,普通,標準２,早熟３,標準３
011F,A,服部 年宏,DMF,東条,普通,標準１,標準４,標準４
0120,A,福西 崇史,DMF,高梨,普通,標準２,標準１,早熟３
0121,A,名波 浩,DMF,鬼茂,普通,標準１,標準４,持続１
0122,B,西 紀寛,SMF,萩原,普通,標準５,標準２,早熟２
0123,A,藤田 俊哉,OMF,萩原,普通,標準４,標準２,標準１
0124,A,中山 雅史,FW,萩原,普通,標準４,持続２,晩成２
0125,A,グラウ,FW,阿見,主将,標準４,標準１,晩成２
0126,D,菊地 直哉,CDF,萩原,普通,標準２,標準３,標準１
0127,C,河村 崇大,SMF,鬼茂,主将,早熟２,標準３,標準２
0128,C,成岡 翔,OMF,東条,無口,標準２,標準３,標準３
0129,B,前田 遼一,FW,高梨,普通,標準２,標準３,標準４
012A,C,山本 浩正,GK,高梨,能天気,早熟３,早熟３,早熟３
012B,D,上本 大海,CDF,高梨,普通,標準２,標準２,早熟３
012C,B,川口 信男,FW,萩原,優等生,早熟３,早熟３,標準２
012D,C,森下 仁志,DMF,御厨,普通,標準４,晩成２,標準１
012E,D,大井 健太郎,CDF,鬼茂,普通,標準４,標準３,標準３
012F,D,カレン ロバート,FW,東条,優等生,標準２,標準２,標準２
0130,C,西野 泰正,FW,萩原,普通,標準３,標準３,標準２
0131,E,船谷 圭祐,SMF,御厨,無口,標準３,早熟３,標準１
0132,B,ガヴィオン,DMF,萩原,金クレ,標準４,標準１,標準１
0133,D,髙原 寿康,GK,萩原,普通,早熟３,標準２,標準１
0134,E,太田 吉彰,SMF,高梨,能天気,標準３,標準２,標準３
0135,E,松下 幸平,CDF,岩城,普通,標準４,標準４,晩成２
0136,D,加賀 健一,CDF,那智,無口,標準１,標準３,標準３
0137,E,松井 謙弥,GK,萩原,優等生,標準２,標準１,標準１
0138,A,楢崎 正剛,GK,東条,普通,標準２,早熟３,晩成２
0139,A,秋田 豊,CDF,御厨,無口,晩成２,晩成２,標準１
013A,B,パナディッチ,CDF,御厨,普通,標準４,標準１,標準４
013B,C,古賀 正紘,CDF,鬼茂,普通,標準２,標準２,標準３
013C,C,大森 征之,DMF,岩城,優等生,標準４,標準４,晩成２
013D,B,中村 直志,OMF,高梨,主将,早熟３,標準５,標準２
013E,B,岩本 輝雄,SMF,岩城,主将,標準１,標準１,標準１
013F,B,大野 敏隆,OMF,鬼茂,優等生,標準１,標準３,標準３
0140,B,滝澤 邦彦,SMF,鬼茂,優等生,標準１,標準３,標準３
0141,B,マルケス,FW,東条,普通,標準１,標準２,標準４
0142,A,ウェズレイ,FW,東条,普通,標準１,標準４,標準４
0143,C,海本 幸治郎,SDF,那智,普通,標準１,標準３,標準２
0144,C,角田 誠,CDF,東条,無口,早熟３,早熟３,標準２
0145,C,鄭 容臺,DMF,那智,普通,標準２,早熟３,早熟３
0146,C,岡山 哲也,OMF,那智,優等生,標準４,標準１,標準４
0147,C,川島 永嗣,GK,御厨,普通,早熟３,早熟３,標準５
0148,C,中谷 勇介,SDF,御厨,能天気,標準４,晩成２,標準４
0149,D,藤田 泰成,SDF,萩原,主将,標準５,早熟２,標準５
014A,B,海本 慶治,CDF,高梨,金クレ,標準１,標準４,晩成１
014B,C,吉村 圭司,DMF,高梨,普通,早熟３,早熟３,標準５
014C,E,森 敬史,SMF,萩原,普通,標準３,早熟３,早熟３
014D,E,渡邊 圭二,SMF,那智,優等生,標準２,標準３,早熟３
014E,C,山口 慶,DMF,御厨,普通,標準５,標準１,標準４
014F,D,氏原 良二,FW,御厨,普通,標準４,標準４,標準１
0150,D,本田 征治,GK,御厨,金クレ,標準１,標準４,標準１
0151,E,深津 康太,CDF,御厨,普通,標準３,標準３,標準２
0152,D,北村 隆二,OMF,高梨,普通,標準２,標準２,標準３
0153,E,平林 輝良寛,OMF,鬼茂,無口,標準２,標準２,標準５
0154,D,森山 泰行,FW,鬼茂,無口,標準５,標準４,標準１
0155,E,広野 耕一,GK,那智,金クレ,晩成２,超早熟,標準３
0156,C,平井 直人,GK,那智,金クレ,標準１,標準１,標準３
0157,C,萩村 滋則,CDF,萩原,優等生,標準４,標準４,晩成２
0158,B,手島 和希,CDF,東条,普通,標準１,標準１,標準３
0159,C,鈴木 悟,CDF,那智,金クレ,標準４,標準１,標準４
015A,D,森 勇介,SMF,高梨,主将,標準１,晩成２,標準３
015B,C,ビジュ,DMF,高梨,普通,標準４,標準４,晩成２
015C,C,斉藤 大介,DMF,高梨,普通,標準５,標準２,標準１
015D,C,中払 大介,OMF,那智,金クレ,標準１,標準１,標準３
015E,B,松井 大輔,OMF,高梨,金クレ,早熟３,標準３,標準１
015F,A,崔 龍洙,FW,高梨,金クレ,標準２,早熟３,標準３
0160,A,黒部 光昭,FW,御厨,無口,早熟３,標準３,標準１
0161,C,中村 忠,SDF,高梨,能天気,標準２,標準４,標準４
0162,C,冨田 晋矢,SMF,高梨,普通,早熟２,標準５,標準２
0163,D,熱田 眞,OMF,那智,普通,標準５,標準１,標準１
0164,C,田原 豊,FW,那智,優等生,早熟３,早熟３,標準５
0165,D,西村 弘司,GK,東条,普通,早熟３,標準４,標準５
0166,C,鈴木 和裕,CDF,萩原,優等生,早熟３,標準２,標準５
0167,C,辻本 茂輝,CDF,東条,普通,早熟３,標準５,標準５
0168,C,石丸 清隆,DMF,東条,普通,早熟３,標準２,早熟３
0169,C,金 徒均,DMF,萩原,普通,標準４,標準１,標準１
016A,E,中山 博貴,OMF,那智,普通,標準２,早熟３,標準４
016B,E,美尾 敦,SMF,高梨,優等生,早熟３,標準４,標準４
016C,C,原 竜太,FW,御厨,無口,早熟２,標準５,標準５
016D,E,小原 昇,FW,那智,金クレ,早熟２,早熟２,標準１
016E,D,上野 秀章,GK,那智,普通,標準５,早熟２,標準２
016F,E,渡邉 大剛,SMF,鬼茂,能天気,早熟２,早熟３,標準２
0170,E,前川 正行,DMF,岩城,優等生,標準５,標準２,標準３
0171,E,六車 拓也,OMF,鬼茂,普通,標準４,標準１,早熟３
0172,E,山田 正道,DMF,岩城,優等生,標準２,標準３,標準１
0173,E,橋田 聡司,GK,那智,普通,標準１,標準１,標準４
0174,C,松代 直樹,GK,御厨,普通,早熟３,早熟３,標準２
0175,C,實好 礼忠,CDF,阿見,無口,標準４,晩成２,標準４
0176,A,宮本 恒靖,CDF,鬼茂,普通,標準２,標準４,標準１
0177,C,山口 智,CDF,東条,主将,標準１,標準４,標準３
0178,C,渡辺 光輝,SMF,岩城,主将,標準５,標準２,標準２
0179,B,シジクレイ,DMF,鬼茂,主将,早熟３,標準３,標準１
017A,A,遠藤 保仁,DMF,東条,普通,早熟２,標準２,標準５
017B,B,二川 孝広,OMF,萩原,優等生,標準５,標準２,標準４
017C,B,フェルナンジーニョ,OMF,那智,金クレ,早熟３,標準２,標準２
017D,C,大黒 将志,SMF,岩城,金クレ,標準５,標準５,早熟３
